id,image_url,image_url_small,image_url_cropped,name,upscaled_image
48063985,https://images.ygoprodeck.com/images/cards/48063985.jpg,https://images.ygoprodeck.com/images/cards_small/48063985.jpg,https://images.ygoprodeck.com/images/cards_cropped/48063985.jpg,Ritual Beast Ulti-Cannahawk, 
56655675,https://images.ygoprodeck.com/images/cards/56655675.jpg,https://images.ygoprodeck.com/images/cards_small/56655675.jpg,https://images.ygoprodeck.com/images/cards_cropped/56655675.jpg,Ritual Beast Ulti-Gaiapelio, 
58811192,https://images.ygoprodeck.com/images/cards/58811192.jpg,https://images.ygoprodeck.com/images/cards_small/58811192.jpg,https://images.ygoprodeck.com/images/cards_cropped/58811192.jpg,Ritual Beast Ulti-Kimunfalcos, 
69718652,https://images.ygoprodeck.com/images/cards/69718652.jpg,https://images.ygoprodeck.com/images/cards_small/69718652.jpg,https://images.ygoprodeck.com/images/cards_cropped/69718652.jpg,Ritual Beast Ulti-Nochiudrago, 
12678870,https://images.ygoprodeck.com/images/cards/12678870.jpg,https://images.ygoprodeck.com/images/cards_small/12678870.jpg,https://images.ygoprodeck.com/images/cards_cropped/12678870.jpg,Ritual Beast Ulti-Pettlephin, 
96113307,https://images.ygoprodeck.com/images/cards/96113307.jpg,https://images.ygoprodeck.com/images/cards_small/96113307.jpg,https://images.ygoprodeck.com/images/cards_cropped/96113307.jpg,Ritual Beast Ulti-Reirautari, 
75457624,https://images.ygoprodeck.com/images/cards/75457624.jpg,https://images.ygoprodeck.com/images/cards_small/75457624.jpg,https://images.ygoprodeck.com/images/cards_cropped/75457624.jpg,Ritual Beast's Bond, 
54094821,https://images.ygoprodeck.com/images/cards/54094821.jpg,https://images.ygoprodeck.com/images/cards_small/54094821.jpg,https://images.ygoprodeck.com/images/cards_cropped/54094821.jpg,Ritual Buster, 
25796442,https://images.ygoprodeck.com/images/cards/25796442.jpg,https://images.ygoprodeck.com/images/cards_small/25796442.jpg,https://images.ygoprodeck.com/images/cards_cropped/25796442.jpg,Ritual Cage, 
300302002,https://images.ygoprodeck.com/images/cards/300302002.jpg,https://images.ygoprodeck.com/images/cards_small/300302002.jpg,https://images.ygoprodeck.com/images/cards_cropped/300302002.jpg,Ritual Ceremony, 
65450690,https://images.ygoprodeck.com/images/cards/65450690.jpg,https://images.ygoprodeck.com/images/cards_small/65450690.jpg,https://images.ygoprodeck.com/images/cards_cropped/65450690.jpg,Ritual Foregone, 
300204001,https://images.ygoprodeck.com/images/cards/300204001.jpg,https://images.ygoprodeck.com/images/cards_small/300204001.jpg,https://images.ygoprodeck.com/images/cards_cropped/300204001.jpg,Ritual of Black Mastery, 
52913738,https://images.ygoprodeck.com/images/cards/52913738.jpg,https://images.ygoprodeck.com/images/cards_small/52913738.jpg,https://images.ygoprodeck.com/images/cards_cropped/52913738.jpg,Ritual of Destruction,./Images Database/52913738.png
60234913,https://images.ygoprodeck.com/images/cards/60234913.jpg,https://images.ygoprodeck.com/images/cards_small/60234913.jpg,https://images.ygoprodeck.com/images/cards_cropped/60234913.jpg,Ritual of Grace, 
34334692,https://images.ygoprodeck.com/images/cards/34334692.jpg,https://images.ygoprodeck.com/images/cards_small/34334692.jpg,https://images.ygoprodeck.com/images/cards_cropped/34334692.jpg,Ritual Raven, 
95658967,https://images.ygoprodeck.com/images/cards/95658967.jpg,https://images.ygoprodeck.com/images/cards_small/95658967.jpg,https://images.ygoprodeck.com/images/cards_cropped/95658967.jpg,Ritual Sanctuary, 
9145181,https://images.ygoprodeck.com/images/cards/9145181.jpg,https://images.ygoprodeck.com/images/cards_small/9145181.jpg,https://images.ygoprodeck.com/images/cards_cropped/9145181.jpg,Ritual Sealing, 
54351224,https://images.ygoprodeck.com/images/cards/54351224.jpg,https://images.ygoprodeck.com/images/cards_small/54351224.jpg,https://images.ygoprodeck.com/images/cards_cropped/54351224.jpg,Ritual Weapon, 
90846359,https://images.ygoprodeck.com/images/cards/90846359.jpg,https://images.ygoprodeck.com/images/cards_small/90846359.jpg,https://images.ygoprodeck.com/images/cards_cropped/90846359.jpg,Rivalry of Warlords, 
