id,image_url_en,image_url_small,image_url_cropped,name,upscaled_image,image_url_ar,upscaled_image_en,upscaled_image_ar
24907044,https://images.ygoprodeck.com/images/cards/24907044.jpg,https://images.ygoprodeck.com/images/cards_small/24907044.jpg,https://images.ygoprodeck.com/images/cards_cropped/24907044.jpg,Abyss Actor - Leading Lady, ,https://www.arab-duelists.com/assets/img/cards/24907044.jpg,,
65477143,https://images.ygoprodeck.com/images/cards/65477143.jpg,https://images.ygoprodeck.com/images/cards_small/65477143.jpg,https://images.ygoprodeck.com/images/cards_cropped/65477143.jpg,Abyss Actor - Liberty Dramatist, ,https://www.arab-duelists.com/assets/img/cards/65477143.jpg,,
78310590,https://images.ygoprodeck.com/images/cards/78310590.jpg,https://images.ygoprodeck.com/images/cards_small/78310590.jpg,https://images.ygoprodeck.com/images/cards_cropped/78310590.jpg,Abyss Actor - Mellow Madonna, ,https://www.arab-duelists.com/assets/img/cards/78310590.jpg,,
51028231,https://images.ygoprodeck.com/images/cards/51028231.jpg,https://images.ygoprodeck.com/images/cards_small/51028231.jpg,https://images.ygoprodeck.com/images/cards_cropped/51028231.jpg,Abyss Actor - Sassy Rookie, ,https://www.arab-duelists.com/assets/img/cards/51028231.jpg,,
47404795,https://images.ygoprodeck.com/images/cards/47404795.jpg,https://images.ygoprodeck.com/images/cards_small/47404795.jpg,https://images.ygoprodeck.com/images/cards_cropped/47404795.jpg,Abyss Actor - Super Producer, ,https://www.arab-duelists.com/assets/img/cards/47404795.jpg,,
25629622,https://images.ygoprodeck.com/images/cards/25629622.jpg,https://images.ygoprodeck.com/images/cards_small/25629622.jpg,https://images.ygoprodeck.com/images/cards_cropped/25629622.jpg,Abyss Actor - Superstar, ,https://www.arab-duelists.com/assets/img/cards/25629622.jpg,,
39024589,https://images.ygoprodeck.com/images/cards/39024589.jpg,https://images.ygoprodeck.com/images/cards_small/39024589.jpg,https://images.ygoprodeck.com/images/cards_cropped/39024589.jpg,Abyss Actor - Trendy Understudy, ,https://www.arab-duelists.com/assets/img/cards/39024589.jpg,,
7279373,https://images.ygoprodeck.com/images/cards/7279373.jpg,https://images.ygoprodeck.com/images/cards_small/7279373.jpg,https://images.ygoprodeck.com/images/cards_cropped/7279373.jpg,Abyss Actor - Twinkle Little Star, ,https://www.arab-duelists.com/assets/img/cards/7279373.jpg,,
51391183,https://images.ygoprodeck.com/images/cards/51391183.jpg,https://images.ygoprodeck.com/images/cards_small/51391183.jpg,https://images.ygoprodeck.com/images/cards_cropped/51391183.jpg,Abyss Actor - Wild Hope, ,https://www.arab-duelists.com/assets/img/cards/51391183.jpg,,
59057953,https://images.ygoprodeck.com/images/cards/59057953.jpg,https://images.ygoprodeck.com/images/cards_small/59057953.jpg,https://images.ygoprodeck.com/images/cards_cropped/59057953.jpg,Abyss Actors Back Stage, ,https://www.arab-duelists.com/assets/img/cards/59057953.jpg,,
4682617,https://images.ygoprodeck.com/images/cards/4682617.jpg,https://images.ygoprodeck.com/images/cards_small/4682617.jpg,https://images.ygoprodeck.com/images/cards_cropped/4682617.jpg,Abyss Actors' Curtain Call, ,https://www.arab-duelists.com/assets/img/cards/4682617.jpg,,
6004133,https://images.ygoprodeck.com/images/cards/6004133.jpg,https://images.ygoprodeck.com/images/cards_small/6004133.jpg,https://images.ygoprodeck.com/images/cards_cropped/6004133.jpg,Abyss Actors' Dress Rehearsal, ,https://www.arab-duelists.com/assets/img/cards/6004133.jpg,,
21044178,https://images.ygoprodeck.com/images/cards/21044178.jpg,https://images.ygoprodeck.com/images/cards_small/21044178.jpg,https://images.ygoprodeck.com/images/cards_cropped/21044178.jpg,Abyss Dweller, ,https://www.arab-duelists.com/assets/img/cards/21044178.jpg,,
40387124,https://images.ygoprodeck.com/images/cards/40387124.jpg,https://images.ygoprodeck.com/images/cards_small/40387124.jpg,https://images.ygoprodeck.com/images/cards_cropped/40387124.jpg,Abyss Flower, ,https://www.arab-duelists.com/assets/img/cards/40387124.jpg,,
82184400,https://images.ygoprodeck.com/images/cards/82184400.jpg,https://images.ygoprodeck.com/images/cards_small/82184400.jpg,https://images.ygoprodeck.com/images/cards_cropped/82184400.jpg,Abyss Keeper, ,https://www.arab-duelists.com/assets/img/cards/82184400.jpg,,
77297908,https://images.ygoprodeck.com/images/cards/77297908.jpg,https://images.ygoprodeck.com/images/cards_small/77297908.jpg,https://images.ygoprodeck.com/images/cards_cropped/77297908.jpg,Abyss Playhouse - Fantastic Theater, ,https://www.arab-duelists.com/assets/img/cards/77297908.jpg,,
86578200,https://images.ygoprodeck.com/images/cards/86578200.jpg,https://images.ygoprodeck.com/images/cards_small/86578200.jpg,https://images.ygoprodeck.com/images/cards_cropped/86578200.jpg,Abyss Prop - Wild Wagon, ,https://www.arab-duelists.com/assets/img/cards/86578200.jpg,,
70564929,https://images.ygoprodeck.com/images/cards/70564929.jpg,https://images.ygoprodeck.com/images/cards_small/70564929.jpg,https://images.ygoprodeck.com/images/cards_cropped/70564929.jpg,Abyss Script - Abysstainment, ,https://www.arab-duelists.com/assets/img/cards/70564929.jpg,,
33503878,https://images.ygoprodeck.com/images/cards/33503878.jpg,https://images.ygoprodeck.com/images/cards_small/33503878.jpg,https://images.ygoprodeck.com/images/cards_cropped/33503878.jpg,Abyss Script - Dramatic Story, ,https://www.arab-duelists.com/assets/img/cards/33503878.jpg,,
87390798,https://images.ygoprodeck.com/images/cards/87390798.jpg,https://images.ygoprodeck.com/images/cards_small/87390798.jpg,https://images.ygoprodeck.com/images/cards_cropped/87390798.jpg,Abyss Script - Fantasy Magic, ,https://www.arab-duelists.com/assets/img/cards/87390798.jpg,,
50179591,https://images.ygoprodeck.com/images/cards/50179591.jpg,https://images.ygoprodeck.com/images/cards_small/50179591.jpg,https://images.ygoprodeck.com/images/cards_cropped/50179591.jpg,Abyss Script - Fire Dragon's Lair, ,https://www.arab-duelists.com/assets/img/cards/50179591.jpg,,
23784496,https://images.ygoprodeck.com/images/cards/23784496.jpg,https://images.ygoprodeck.com/images/cards_small/23784496.jpg,https://images.ygoprodeck.com/images/cards_cropped/23784496.jpg,Abyss Script - Opening Ceremony, ,https://www.arab-duelists.com/assets/img/cards/23784496.jpg,,
13662809,https://images.ygoprodeck.com/images/cards/13662809.jpg,https://images.ygoprodeck.com/images/cards_small/13662809.jpg,https://images.ygoprodeck.com/images/cards_cropped/13662809.jpg,Abyss Script - Rise of the Abyss King, ,https://www.arab-duelists.com/assets/img/cards/13662809.jpg,,
41803903,https://images.ygoprodeck.com/images/cards/41803903.jpg,https://images.ygoprodeck.com/images/cards_small/41803903.jpg,https://images.ygoprodeck.com/images/cards_cropped/41803903.jpg,Abyss Script - Romantic Terror, ,https://www.arab-duelists.com/assets/img/cards/41803903.jpg,,
61496006,https://images.ygoprodeck.com/images/cards/61496006.jpg,https://images.ygoprodeck.com/images/cards_small/61496006.jpg,https://images.ygoprodeck.com/images/cards_cropped/61496006.jpg,Abyss Shark, ,https://www.arab-duelists.com/assets/img/cards/61496006.jpg,,
18318842,https://images.ygoprodeck.com/images/cards/18318842.jpg,https://images.ygoprodeck.com/images/cards_small/18318842.jpg,https://images.ygoprodeck.com/images/cards_cropped/18318842.jpg,Abyss Soldier, ,https://www.arab-duelists.com/assets/img/cards/18318842.jpg,,
97232518,https://images.ygoprodeck.com/images/cards/97232518.jpg,https://images.ygoprodeck.com/images/cards_small/97232518.jpg,https://images.ygoprodeck.com/images/cards_cropped/97232518.jpg,Abyss Stungray, ,https://www.arab-duelists.com/assets/img/cards/97232518.jpg,,
88409165,https://images.ygoprodeck.com/images/cards/88409165.jpg,https://images.ygoprodeck.com/images/cards_small/88409165.jpg,https://images.ygoprodeck.com/images/cards_cropped/88409165.jpg,Abyss Warrior, ,https://www.arab-duelists.com/assets/img/cards/88409165.jpg,,
